Dates,IDXX
2020-06-15,609700.0
2019-10-25,506800.0
2020-03-31,432600.0
2020-06-18,712200.0
2019-04-03,506400.0
2018-08-22,417900.0
2018-10-25,480600.0
2019-01-29,473400.0
2018-12-28,941400.0
2018-11-26,551600.0
2019-08-09,405100.0
2019-07-08,406900.0
2019-06-06,620000.0
2019-09-10,496200.0
2020-01-15,398300.0
2020-04-03,327200.0
2019-10-31,375700.0
2020-04-06,341300.0
2020-06-24,420100.0
2018-11-09,428500.0
2019-07-23,485700.0
2019-06-21,480600.0
2019-05-20,429800.0
2019-04-18,341900.0
2018-09-06,788800.0
2018-10-08,425600.0
2019-02-13,526400.0
2018-12-11,444600.0
2019-09-25,332000.0
2020-01-21,251400.0
2020-04-09,341800.0
2019-11-06,508800.0
2020-01-24,515000.0
2020-01-27,321200.0
2020-04-15,560600.0
2018-12-26,414900.0
2019-08-07,412300.0
2019-06-04,413700.0
2018-09-21,390200.0
2018-07-19,518300.0
2018-08-20,713200.0
2018-10-23,680500.0
2019-05-03,852600.0
2019-04-01,513900.0
2019-02-28,645100.0
2019-11-12,456300.0
2020-01-30,550800.0
2019-11-15,630400.0
2020-04-21,497900.0
2019-04-16,426600.0
2019-03-15,357900.0
2019-02-11,547900.0
2019-01-10,507900.0
2019-08-22,268100.0
2018-11-07,336000.0
2018-08-03,358300.0
2018-09-04,461800.0
2019-06-19,372500.0
2019-09-23,644100.0
2019-11-18,650500.0
2020-02-05,258300.0
2020-04-24,308200.0
2019-03-29,418300.0
2019-11-21,469500.0
2020-04-27,329700.0
2020-02-11,320400.0
2020-04-30,369600.0
2019-05-01,300400.0
2019-02-26,358100.0
2019-01-25,321700.0
2018-12-24,253700.0
2019-09-06,284200.0
2018-07-17,261400.0
2018-09-19,342200.0
2019-08-05,262100.0
2019-10-08,405200.0
2019-12-11,557500.0
2019-11-27,274100.0
2020-02-14,299300.0
2020-05-06,301500.0
2019-01-08,243200.0
2018-12-07,646300.0
2019-08-20,518100.0
2018-11-05,417800.0
2019-07-19,280700.0
2018-10-04,256500.0
2019-06-17,298300.0
2019-05-16,489100.0
2018-08-01,518100.0
2019-03-13,304200.0
2019-12-03,324300.0
2020-02-20,286800.0
2019-12-06,248900.0
2020-05-12,237200.0
2019-12-09,360000.0
2020-02-26,384400.0
2020-05-15,274800.0
2019-03-28,208400.0
2018-09-17,388700.0
2018-08-16,285300.0
2018-10-19,239000.0
2019-04-29,335900.0
2019-01-23,285300.0
2019-09-04,448800.0
2018-11-20,1091100.0
2019-07-02,452700.0
2019-05-31,624400.0
2019-12-12,625000.0
2020-05-18,390800.0
2019-09-27,384200.0
2020-03-03,430200.0
2020-05-21,296200.0
2019-05-14,381500.0
2018-08-31,426400.0
2018-07-30,321800.0
2018-10-02,375600.0
2019-04-12,246600.0
2019-03-11,337600.0
2019-02-07,180800.0
2019-07-17,190600.0
2019-09-19,427800.0
2019-10-21,529200.0
2019-12-18,612700.0
2020-03-06,456400.0
2019-10-03,331500.0
2020-03-09,300600.0
2020-05-27,326100.0
2019-12-24,408600.0
2020-03-12,353700.0
2018-12-20,273100.0
2019-08-01,648600.0
2018-08-14,531600.0
2018-07-13,439000.0
2018-10-17,382800.0
2019-05-29,465100.0
2019-03-26,308900.0
2019-02-22,379400.0
2019-10-04,362700.0
2019-11-05,237100.0
2019-12-27,524500.0
2020-06-02,477100.0
2019-12-30,670500.0
2020-03-18,323200.0
2020-06-05,281500.0
2019-07-15,263400.0
2018-12-03,459300.0
2019-06-13,390800.0
2019-01-04,726400.0
2018-08-29,327600.0
2019-02-05,275600.0
2018-11-01,359900.0
2019-08-16,272000.0
2019-04-10,214000.0
2019-09-17,178900.0
2019-10-15,262100.0
2020-01-02,165700.0
2020-06-08,236300.0
2019-10-18,279600.0
2020-03-24,187400.0
2020-06-11,294900.0
2020-01-08,239200.0
2019-04-25,230900.0
2019-07-30,372000.0
2019-02-20,411800.0
2018-07-11,370600.0
2018-09-13,513300.0
2018-10-15,763100.0
2019-06-28,332500.0
2018-12-18,730900.0
2018-11-16,572900.0
2019-10-02,544200.0
2020-03-27,956100.0
2020-01-10,551200.0
2019-10-24,411400.0
2020-03-30,771800.0
2020-06-17,426500.0
2020-01-14,534500.0
2020-04-02,380400.0
2019-01-02,437600.0
2019-08-14,637300.0
2018-10-30,577100.0
2019-06-11,460000.0
2019-05-10,653000.0
2019-04-08,462000.0
2018-08-27,443100.0
2018-07-26,635700.0
2018-09-28,1295600.0
2019-03-07,498500.0
2019-10-30,354600.0
2020-01-17,415300.0
2020-06-23,520800.0
2020-04-08,634800.0
2020-06-26,349100.0
2019-03-22,293800.0
2019-01-17,412800.0
2019-08-29,515000.0
2018-11-14,412700.0
2019-06-26,536500.0
2018-09-11,487800.0
2018-07-09,406900.0
2018-08-10,457800.0
2019-04-23,494500.0
2019-09-30,425300.0
2020-01-23,1079400.0
2019-11-08,515000.0
2020-04-14,196700.0
2019-11-11,205900.0
2020-01-29,303900.0
2020-04-17,318100.0
2018-07-24,400700.0
2018-09-26,445500.0
2019-05-08,399100.0
2019-03-05,579000.0
2019-02-01,418400.0
2018-12-31,717500.0
2018-11-29,567600.0
2019-08-12,578000.0
2019-07-11,478900.0
2019-09-13,468500.0
2019-11-14,501900.0
2020-04-20,363900.0
2020-02-04,608100.0
2020-04-23,654500.0
2018-12-14,401800.0
2019-08-27,454300.0
2018-08-08,345100.0
2018-10-11,368700.0
2018-11-12,578900.0
2019-07-26,363300.0
2019-06-24,497700.0
2019-05-23,910200.0
2019-03-20,569600.0
2019-01-15,492200.0
2019-11-20,510500.0
2020-02-07,542800.0
2020-02-10,239700.0
2020-04-29,348200.0
2019-11-26,293100.0
2020-02-13,314500.0
2019-01-30,283900.0
2018-08-23,286800.0
2018-09-24,455300.0
2018-11-27,734100.0
2018-10-26,696500.0
2019-07-09,443300.0
2019-06-07,595400.0
2019-05-06,649000.0
2019-04-04,583900.0
2019-09-11,610100.0
2019-11-29,1614600.0
2020-05-05,700700.0
2019-12-02,728900.0
2020-02-19,602600.0
2020-05-08,524400.0
2019-05-21,559200.0
2019-03-18,909800.0
2018-09-07,605500.0
2018-08-06,694300.0
2018-10-09,1405500.0
2019-02-14,1371000.0
2018-12-12,1332000.0
2019-07-24,1271000.0
2019-09-26,1569300.0
2019-10-28,1852300.0
2019-12-05,1539200.0
2020-05-11,1386200.0
2019-07-03,1065900.0
2020-02-25,892300.0
2020-05-14,740500.0
2020-02-28,857900.0
2019-08-08,805200.0
2019-06-05,1175500.0
2018-07-20,940600.0
2018-08-21,786700.0
2018-10-24,946400.0
2019-04-02,743300.0
2019-03-01,723700.0
2019-01-28,820200.0
2018-12-27,633300.0
2019-09-09,402700.0
2020-03-02,486500.0
2020-05-20,443900.0
2019-12-17,421300.0
2020-03-05,416300.0
2019-02-12,471500.0
2019-01-11,428400.0
2018-12-10,521300.0
2019-08-23,422800.0
2018-11-08,416100.0
2019-07-22,559100.0
2019-06-20,582600.0
2018-09-05,627500.0
2019-04-17,760900.0
2019-09-24,547000.0
2019-12-20,484500.0
2020-05-26,459600.0
2019-04-30,562700.0
2019-12-23,693000.0
2020-03-11,538800.0
2020-05-29,592500.0
2019-12-26,480200.0
2020-06-01,453000.0
2019-05-02,603000.0
2019-02-27,871200.0
2018-11-23,453200.0
2019-08-06,446300.0
2018-07-18,469500.0
2018-09-20,364100.0
2018-10-22,337400.0
2019-07-05,503400.0
2019-06-03,655600.0
2019-10-09,647500.0
2019-10-11,1514700.0
2020-03-17,420000.0
2020-06-04,533500.0
2019-10-14,481400.0
2020-03-20,614000.0
2018-11-06,597700.0
2019-06-18,594200.0
2019-05-17,460900.0
2019-04-15,688000.0
2019-03-14,726100.0
2019-01-09,493700.0
2018-08-02,439900.0
2018-10-05,370700.0
2019-08-21,373200.0
2019-10-17,413400.0
2020-03-23,916400.0
2020-06-10,713900.0
2019-02-25,497000.0
2020-01-07,543800.0
2020-03-26,518300.0
2019-10-23,738500.0
